country,Country_code,source,rti_isco1d1,rti_isco1d2,rti_isco1d3,rti_isco1d4,rti_isco1d5,rti_isco1d6,rti_isco1d7,rti_isco1d8,rti_isco1d9,rti_isco2d11,rti_isco2d12,rti_isco2d13,rti_isco2d14,rti_isco2d21,rti_isco2d22,rti_isco2d23,rti_isco2d24,rti_isco2d25,rti_isco2d26,rti_isco2d31,rti_isco2d32,rti_isco2d33,rti_isco2d34,rti_isco2d35,rti_isco2d41,rti_isco2d42,rti_isco2d43,rti_isco2d44,rti_isco2d51,rti_isco2d52,rti_isco2d53,rti_isco2d54,rti_isco2d71,rti_isco2d72,rti_isco2d73,rti_isco2d74,rti_isco2d75,rti_isco2d81,rti_isco2d82,rti_isco2d83,rti_isco2d91,rti_isco2d92,rti_isco2d93,rti_isco2d94,rti_isco2d95,rti_isco2d96,onet03_rti_isco1d1,onet03_rti_isco1d2,onet03_rti_isco1d3,onet03_rti_isco1d4,onet03_rti_isco1d5,onet03_rti_isco1d6,onet03_rti_isco1d7,onet03_rti_isco1d8,onet03_rti_isco1d9,onet03_rti_isco2d11,onet03_rti_isco2d12,onet03_rti_isco2d13,onet03_rti_isco2d14,onet03_rti_isco2d21,onet03_rti_isco2d22,onet03_rti_isco2d23,onet03_rti_isco2d24,onet03_rti_isco2d25,onet03_rti_isco2d26,onet03_rti_isco2d31,onet03_rti_isco2d32,onet03_rti_isco2d33,onet03_rti_isco2d34,onet03_rti_isco2d35,onet03_rti_isco2d41,onet03_rti_isco2d42,onet03_rti_isco2d43,onet03_rti_isco2d44,onet03_rti_isco2d51,onet03_rti_isco2d52,onet03_rti_isco2d53,onet03_rti_isco2d54,onet03_rti_isco2d71,onet03_rti_isco2d72,onet03_rti_isco2d73,onet03_rti_isco2d74,onet03_rti_isco2d75,onet03_rti_isco2d81,onet03_rti_isco2d82,onet03_rti_isco2d83,onet03_rti_isco2d91,onet03_rti_isco2d92,onet03_rti_isco2d93,onet03_rti_isco2d94,onet03_rti_isco2d95,onet03_rti_isco2d96,onet17_rti_isco1d1,onet17_rti_isco1d2,onet17_rti_isco1d3,onet17_rti_isco1d4,onet17_rti_isco1d5,onet17_rti_isco1d6,onet17_rti_isco1d7,onet17_rti_isco1d8,onet17_rti_isco1d9,onet17_rti_isco2d11,onet17_rti_isco2d12,onet17_rti_isco2d13,onet17_rti_isco2d14,onet17_rti_isco2d21,onet17_rti_isco2d22,onet17_rti_isco2d23,onet17_rti_isco2d24,onet17_rti_isco2d25,onet17_rti_isco2d26,onet17_rti_isco2d31,onet17_rti_isco2d32,onet17_rti_isco2d33,onet17_rti_isco2d34,onet17_rti_isco2d35,onet17_rti_isco2d41,onet17_rti_isco2d42,onet17_rti_isco2d43,onet17_rti_isco2d44,onet17_rti_isco2d51,onet17_rti_isco2d52,onet17_rti_isco2d53,onet17_rti_isco2d54,onet17_rti_isco2d71,onet17_rti_isco2d72,onet17_rti_isco2d73,onet17_rti_isco2d74,onet17_rti_isco2d75,onet17_rti_isco2d81,onet17_rti_isco2d82,onet17_rti_isco2d83,onet17_rti_isco2d91,onet17_rti_isco2d92,onet17_rti_isco2d93,onet17_rti_isco2d94,onet17_rti_isco2d95,onet17_rti_isco2d96
"Qatar","QAT","predicted",-.8912277,-.6509287,-.2566487,.3359082,.3792397,.1454722,.4730335,.910876,.5742912,-.9845508,-.9856039,-.8613654,-.6062125,-.695333,-.4265766,-.7251529,-.6762625,-1.070797,-.6797653,-.3967299,-.016122,-.3490428,-.3433365,-.5289438,.2837075,.3725905,.3032152,.3585255,.390872,.3971931,.3786933,.2327874,.5397015,.492357,.4464132,.277372,.5970462,.7505372,.7775372,.816932,.6638538,.5684311,.5672566,.7066606,.3486665,.5508018,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Romania","ROU","predicted",-.4909821,-.2758544,.0619966,.4464262,.7021239,.5099747,.7344825,1.087256,1.209212,-.6410681,-.6421211,-.5178826,-.2627298,-.2990091,-.0302528,-.3288291,-.2799387,-.6744736,-.2834415,-.0105187,.3700892,.0371684,.0428747,-.1427327,.4166077,.5054907,.4361154,.4914257,.7272969,.733618,.7151182,.5692123,.7603655,.7130211,.6670772,.4980361,.8177102,1.040886,1.067886,1.107281,1.265859,1.170436,1.169262,1.308666,.9506716,1.152807,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Russia","RUS","survey",-.6268742,-.4186021,-.0548927,.3800136,.586436,.4225858,.4817604,.8107802,1.095502,-.780031,-.7810841,-.6568456,-.4016927,-.4137393,-.1449829,-.4435592,-.3946688,-.7892038,-.3981717,-.1116003,.2690076,-.0639132,-.0582069,-.2438143,.3612967,.4501797,.3808043,.4361146,.613308,.619629,.6011292,.4552233,.4926793,.4453349,.399391,.2303498,.550024,.7758979,.8028979,.8422927,1.157754,1.062331,1.061157,1.20056,.8425664,1.044702,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Saudi Arabia","SAU","predicted",-.6546096,-.4261703,-.0700366,.4066938,.5694996,.3488309,.6097934,.9717311,.9114732,-.7696038,-.7706568,-.6464184,-.3912655,-.4799473,-.2111909,-.5097672,-.4608768,-.8554118,-.4643796,-.1927519,.1878561,-.1450647,-.1393584,-.3249658,.3557257,.4446087,.3752334,.4305436,.5831537,.5894749,.5709751,.4250691,.6562985,.6089541,.5630103,.3939691,.7136432,.8501347,.8771347,.9165295,.9698808,.874458,.8732835,1.012687,.6546934,.8568287,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Senegal","SEN","predicted",-.3003392,-.4693577,-.2237926,-.2132063,.590802,1.235364,.5315202,.6306931,.7446724,-.5261826,-.5272356,-.4029972,-.1478443,-.6145178,-.3457615,-.6443377,-.5954474,-.9899823,-.5989502,-.308247,.0723609,-.2605599,-.2548536,-.4404609,-.3258414,-.2369584,-.3063338,-.2510235,.4637638,.4700849,.4515851,.3056792,.3331198,.2857754,.2398316,.0707904,.3904645,.4907413,.5177413,.5571361,.926309,.8308864,.8297119,.9691158,.6111217,.813257,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Singapore","SGP","survey",-.7794768,-.4922249,-.1032018,.4701431,.5083734,.1686643,.6721567,1.099179,1.333456,-.8837667,-.8848197,-.7605813,-.5054283,-.5071564,-.2384,-.5369762,-.4880859,-.8826209,-.4915887,-.2136569,.166951,-.1659698,-.1602635,-.3458709,.4401766,.5290596,.4596843,.5149946,.5481826,.5545037,.5360039,.3900979,.7706905,.723346,.6774022,.508361,.8280352,.9951568,1.022157,1.061552,1.314184,1.218761,1.217587,1.356991,.9989969,1.201132,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"El Salvador","SLV","predicted",-.2966526,-.2457762,.0308681,.2086706,.7468889,.9021561,.6688741,.852152,1.066748,-.4788821,-.4799351,-.3556967,-.1005438,-.3432626,-.0745063,-.3730825,-.3241922,-.7187272,-.327695,-.0574447,.3231632,-.0097576,-.0040513,-.1896586,.1345234,.2234064,.1540311,.2093413,.7041279,.710449,.6919492,.5460433,.590221,.5428765,.4969327,.3278915,.6475657,.7617508,.7887508,.8281456,1.162595,1.067173,1.065998,1.205402,.8474079,1.049543,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Slovakia","SVK","survey",-.7421901,-.5628936,-.1800299,.279415,.4724365,.3846065,.5869139,1.012549,1.202279,-.9037529,-.9048059,-.7805675,-.5254146,-.536934,-.2681777,-.5667539,-.5178635,-.9123985,-.5213664,-.2205431,.1600648,-.172856,-.1671497,-.352757,.2673756,.3562586,.2868833,.3421936,.4926292,.4989503,.4804505,.3345446,.6063048,.5589603,.5130165,.3439753,.6636495,.9782211,1.005221,1.044616,1.269226,1.173803,1.172628,1.312032,.9540383,1.156174,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Slovenia","SVN","survey",-.6846544,-.4806436,-.1074123,.3491214,.535642,.3856464,.6558901,1.075777,1.222837,-.8366216,-.8376747,-.7134362,-.4582833,-.4696952,-.2009388,-.499515,-.4506246,-.8451596,-.4541275,-.1628908,.2177171,-.1152037,-.1094974,-.2951047,.3318202,.4207032,.3513279,.4066382,.5609719,.5672929,.5487931,.4028872,.6895473,.6422029,.596259,.4272178,.746892,1.03219,1.05919,1.098584,1.279139,1.183716,1.182541,1.321945,.9639513,1.166087,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Sweden","SWE","survey",-.8979583,-.7232625,-.3161304,.2091515,.3390452,.2710539,.3322332,.7329481,.9819067,-1.049769,-1.050822,-.9265833,-.6714305,-.6897522,-.4209959,-.7195721,-.6706817,-1.065217,-.6741846,-.3637789,.0168291,-.3160917,-.3103854,-.4959928,.1963925,.2852755,.2159002,.2712105,.3544454,.3607665,.3422667,.1963608,.3431474,.295803,.2498592,.0808179,.4004921,.6787676,.7057677,.7451625,1.057059,.9616362,.9604617,1.099866,.7418716,.9440069,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Thailand","THA","predicted",-.3856726,-.2454209,.0545962,.344187,.7327192,.6912624,.8171108,1.1149,1.064516,-.5358782,-.5369312,-.4126928,-.1575399,-.3347727,-.0660164,-.3645926,-.3157022,-.7102372,-.3192051,-.0556418,.3249662,-.0079546,-.0022483,-.1878557,.2767428,.3656259,.2962506,.3515608,.7173275,.7236487,.7051489,.559243,.8088676,.7615232,.7155793,.5465382,.8662123,1.007649,1.034649,1.074043,1.143881,1.048459,1.047284,1.186688,.8286939,1.030829,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Trinidad and Tobago","TTO","predicted",-.6398992,-.4337967,-.0735875,.3703959,.5712878,.4082335,.4193202,.7229767,.9211896,-.7812032,-.7822562,-.6580178,-.4028649,-.4515043,-.1827479,-.4813242,-.4324338,-.8269688,-.4359366,-.1536013,.2270066,-.1059142,-.1002079,-.2858152,.3386559,.427539,.3581636,.4134739,.5898659,.5961871,.5776873,.4317813,.4273271,.3799826,.3340388,.1649976,.4846717,.6571162,.6841162,.7235111,.9933482,.8979255,.896751,1.036155,.6781608,.8802961,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Tunisia","TUN","predicted",-.5102499,-.4906952,-.180737,.0647267,.5484707,.7899073,.5438297,.7868356,.9062185,-.6919577,-.6930107,-.5687723,-.3136193,-.5675326,-.2987762,-.5973524,-.5484621,-.9429971,-.5519649,-.2626839,.1179241,-.2149967,-.2092904,-.3948978,-.0060568,.0828262,.0134509,.0687612,.4945343,.5008554,.4823556,.3364497,.461327,.4139825,.3680387,.1989975,.5186717,.6792475,.7062475,.7456424,1.025369,.929946,.9287715,1.068175,.7101814,.9123166,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Turkey","TUR","survey",-.55751,-.4427021,-.1168461,.2278575,.5724387,.6000018,.5541815,.8244594,.9123484,-.7053427,-.7063957,-.5821573,-.3270044,-.5195042,-.2507479,-.5493242,-.5004338,-.8949687,-.5039366,-.2259546,.1546533,-.1782675,-.1725612,-.3581685,.1608533,.2497364,.180361,.2356713,.5466955,.5530166,.5345168,.3886109,.5283085,.4809641,.4350202,.2659791,.5856532,.7012801,.7282801,.767675,.9950563,.8996336,.8984591,1.037863,.6798689,.8820042,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Ukraine","UKR","predicted",-.3783571,-.2227676,.0967021,.3775506,.7591181,.6999758,.8009542,1.148057,1.273664,-.5657962,-.5668492,-.4426108,-.1874579,-.2295057,.0392507,-.2593256,-.2104352,-.6049702,-.2139381,.0659501,.446558,.1136372,.1193435,-.0662638,.3569693,.4458523,.376477,.4317873,.7749223,.7812434,.7627435,.6168376,.7838569,.7365124,.6905686,.5215274,.8412015,1.150493,1.177493,1.216888,1.367563,1.272141,1.270966,1.41037,1.052376,1.254511,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Uruguay","URY","predicted",-.6343852,-.548178,-.2067486,.1433017,.4921429,.5948301,.3921666,.6465095,.9014517,-.7986234,-.7996764,-.675438,-.420285,-.5950178,-.3262614,-.6248377,-.5759473,-.9704823,-.5794501,-.2870269,.093581,-.2393398,-.2336335,-.4192409,.0890611,.1779441,.1085688,.1638791,.4640549,.470376,.4518761,.3059702,.341251,.2939065,.2479627,.0789215,.3985956,.5498834,.5768834,.6162782,.9937358,.8983131,.8971386,1.036543,.6785485,.8806837,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
