country,Country_code,source,rti_isco1d1,rti_isco1d2,rti_isco1d3,rti_isco1d4,rti_isco1d5,rti_isco1d6,rti_isco1d7,rti_isco1d8,rti_isco1d9,rti_isco2d11,rti_isco2d12,rti_isco2d13,rti_isco2d14,rti_isco2d21,rti_isco2d22,rti_isco2d23,rti_isco2d24,rti_isco2d25,rti_isco2d26,rti_isco2d31,rti_isco2d32,rti_isco2d33,rti_isco2d34,rti_isco2d35,rti_isco2d41,rti_isco2d42,rti_isco2d43,rti_isco2d44,rti_isco2d51,rti_isco2d52,rti_isco2d53,rti_isco2d54,rti_isco2d71,rti_isco2d72,rti_isco2d73,rti_isco2d74,rti_isco2d75,rti_isco2d81,rti_isco2d82,rti_isco2d83,rti_isco2d91,rti_isco2d92,rti_isco2d93,rti_isco2d94,rti_isco2d95,rti_isco2d96,onet03_rti_isco1d1,onet03_rti_isco1d2,onet03_rti_isco1d3,onet03_rti_isco1d4,onet03_rti_isco1d5,onet03_rti_isco1d6,onet03_rti_isco1d7,onet03_rti_isco1d8,onet03_rti_isco1d9,onet03_rti_isco2d11,onet03_rti_isco2d12,onet03_rti_isco2d13,onet03_rti_isco2d14,onet03_rti_isco2d21,onet03_rti_isco2d22,onet03_rti_isco2d23,onet03_rti_isco2d24,onet03_rti_isco2d25,onet03_rti_isco2d26,onet03_rti_isco2d31,onet03_rti_isco2d32,onet03_rti_isco2d33,onet03_rti_isco2d34,onet03_rti_isco2d35,onet03_rti_isco2d41,onet03_rti_isco2d42,onet03_rti_isco2d43,onet03_rti_isco2d44,onet03_rti_isco2d51,onet03_rti_isco2d52,onet03_rti_isco2d53,onet03_rti_isco2d54,onet03_rti_isco2d71,onet03_rti_isco2d72,onet03_rti_isco2d73,onet03_rti_isco2d74,onet03_rti_isco2d75,onet03_rti_isco2d81,onet03_rti_isco2d82,onet03_rti_isco2d83,onet03_rti_isco2d91,onet03_rti_isco2d92,onet03_rti_isco2d93,onet03_rti_isco2d94,onet03_rti_isco2d95,onet03_rti_isco2d96,onet17_rti_isco1d1,onet17_rti_isco1d2,onet17_rti_isco1d3,onet17_rti_isco1d4,onet17_rti_isco1d5,onet17_rti_isco1d6,onet17_rti_isco1d7,onet17_rti_isco1d8,onet17_rti_isco1d9,onet17_rti_isco2d11,onet17_rti_isco2d12,onet17_rti_isco2d13,onet17_rti_isco2d14,onet17_rti_isco2d21,onet17_rti_isco2d22,onet17_rti_isco2d23,onet17_rti_isco2d24,onet17_rti_isco2d25,onet17_rti_isco2d26,onet17_rti_isco2d31,onet17_rti_isco2d32,onet17_rti_isco2d33,onet17_rti_isco2d34,onet17_rti_isco2d35,onet17_rti_isco2d41,onet17_rti_isco2d42,onet17_rti_isco2d43,onet17_rti_isco2d44,onet17_rti_isco2d51,onet17_rti_isco2d52,onet17_rti_isco2d53,onet17_rti_isco2d54,onet17_rti_isco2d71,onet17_rti_isco2d72,onet17_rti_isco2d73,onet17_rti_isco2d74,onet17_rti_isco2d75,onet17_rti_isco2d81,onet17_rti_isco2d82,onet17_rti_isco2d83,onet17_rti_isco2d91,onet17_rti_isco2d92,onet17_rti_isco2d93,onet17_rti_isco2d94,onet17_rti_isco2d95,onet17_rti_isco2d96
"Canada","CAN","survey",-.823017,-.6044869,-.20378,.3224851,.4317929,.2610066,.3846332,.7841959,1.004632,-.9696096,-.9706626,-.8464242,-.5912712,-.5687652,-.3000089,-.5985851,-.5496948,-.9442298,-.5531976,-.251966,.128642,-.2042788,-.1985725,-.3841799,.3155733,.4044563,.335081,.3903913,.46442,.4707411,.4522413,.3063354,.412013,.3646685,.3187247,.1496835,.4693577,.7468412,.7738412,.813236,1.074955,.979532,.9783575,1.117761,.7597674,.9619027,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Switzerland","CHE","predicted",-.8204766,-.5491934,-.1438812,.4241858,.4692728,.1786318,.4967787,.9377035,1.10543,-.9511323,-.9521853,-.8279469,-.572794,-.5133129,-.2445566,-.5431328,-.4942425,-.8887774,-.4977453,-.2040685,.1765395,-.1563813,-.150675,-.3362824,.4203027,.5091857,.4398104,.4951207,.5186148,.5249359,.5064361,.3605302,.562661,.5153165,.4693727,.3003315,.6200057,.8961244,.9231244,.9625193,1.150733,1.05531,1.054135,1.193539,.8355452,1.037681,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Chile","CHL","survey",-.6514973,-.5195364,-.1652629,.2242469,.511512,.5167161,.4510521,.7563249,.9965808,-.8130333,-.8140863,-.6898478,-.4346949,-.5402629,-.2715066,-.5700828,-.5211925,-.9157275,-.5246953,-.2320081,.1485998,-.184321,-.1786147,-.364222,.1864597,.2753427,.2059674,.2612777,.5054192,.5117403,.4932405,.3473346,.4274104,.3800659,.3341222,.1650809,.4847551,.686618,.713618,.7530128,1.079006,.983583,.9824085,1.121812,.7638184,.9659536,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"China","CHN","survey",-.5159609,-.4614947,-.1453659,.1292355,.5681087,.7324605,.4583728,.6696919,.9544003,-.6908071,-.6918601,-.5676217,-.3124688,-.5294281,-.2606718,-.559248,-.5103577,-.9048926,-.5138605,-.2272308,.1533771,-.1795437,-.1738374,-.3594447,.0651146,.1539976,.0846223,.1399326,.5277427,.5340638,.515564,.3696581,.3856034,.338259,.2923152,.123274,.4429481,.5724068,.5994068,.6388017,1.049702,.9542792,.9531047,1.092509,.7345146,.9366498,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Cameroon","CMR","predicted",-.1977048,-.2275932,.0257983,.0935638,.7755924,1.10825,.5341902,.5976917,1.164206,-.4119337,-.4129867,-.2887483,-.0335954,-.3298558,-.0610995,-.3596757,-.3107854,-.7053204,-.3142882,-.0382645,.3423434,.0094226,.0151289,-.1704784,.0153402,.1042232,.0348479,.0901582,.7095935,.7159146,.6974148,.5515089,.3901258,.3427813,.2968375,.1277963,.4474704,.5299162,.5569162,.5963111,1.260143,1.16472,1.163546,1.30295,.9449558,1.147091,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Colombia","COL","survey",-.5606087,-.5170153,-.1928509,.0909829,.5245087,.7180466,.3320149,.5139124,.939509,-.7398715,-.7409245,-.6166861,-.3615332,-.5742404,-.305484,-.6040603,-.5551699,-.9497049,-.5586727,-.2659949,.1146131,-.2183077,-.2126014,-.3982088,.0308748,.1197578,.0503825,.1056928,.482468,.4887891,.4702893,.3243834,.245959,.1986145,.1526707,-.0163705,.3033036,.4235971,.4505971,.4899919,1.0318,.9363774,.9352029,1.074607,.7166128,.9187481,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Costa Rica","CRI","predicted",-.5519755,-.4692706,-.140701,.1691774,.5590191,.6651782,.5340693,.8098114,.994293,-.7243605,-.7254136,-.6011751,-.3460222,-.5177871,-.2490308,-.547607,-.4987166,-.8932516,-.5022195,-.2134964,.1671115,-.1658093,-.160103,-.3457103,.1162805,.2051635,.1357882,.1910984,.5323343,.5386554,.5201556,.3742497,.4843987,.4370542,.3911104,.2220692,.5417433,.7269526,.7539526,.7933475,1.091254,.9958311,.9946566,1.134061,.7760665,.9782017,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Cyprus","CYP","survey",-.6385697,-.403025,-.0358787,.4273939,.5944042,.3684523,.7364978,1.16231,1.27279,-.7803789,-.7814319,-.6571935,-.4020406,-.4018058,-.1330495,-.4316257,-.3827354,-.7772704,-.3862382,-.1038201,.2767879,-.0561329,-.0504266,-.236034,.4077879,.4966708,.4272955,.4826058,.6282613,.6345823,.6160825,.4701766,.7899616,.7426171,.6966733,.5276321,.8473063,1.113181,1.140181,1.179576,1.314522,1.219099,1.217925,1.357329,.9993348,1.20147,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Czechia","CZE","survey",-.6970005,-.4781652,-.0988063,.3727191,.5366909,.3563336,.6362304,1.062444,1.24716,-.8495222,-.8505753,-.7263368,-.4711839,-.4545862,-.1858299,-.4844061,-.4355158,-.8300508,-.4390186,-.1464309,.234177,-.0987438,-.0930375,-.2786448,.3628578,.4517409,.3823655,.4376758,.5702147,.5765358,.558036,.4121301,.6751599,.6278154,.5818716,.4128304,.7325045,1.032301,1.059301,1.098696,1.29991,1.204487,1.203312,1.342716,.9847223,1.186858,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Germany","DEU","survey",-.7703231,-.4962486,-.0952478,.4495207,.5148628,.2179581,.5084896,.9412709,1.168563,-.9110183,-.9120713,-.7878329,-.53268,-.448176,-.1794197,-.4779959,-.4291056,-.8236405,-.4326084,-.1388683,.2417397,-.0911812,-.0854749,-.2710822,.4540495,.5429325,.4735572,.5288674,.5707808,.5771018,.558602,.4126961,.5681159,.5207715,.4748277,.3057865,.6254606,.9267082,.9537082,.993103,1.215751,1.120328,1.119154,1.258558,.9005637,1.102699,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Denmark","DNK","survey",-.9097907,-.7280261,-.3164743,.2180918,.3348614,.25326,.3554606,.7716945,1.052534,-1.062639,-1.063692,-.9394533,-.6843004,-.6858032,-.4170468,-.7156231,-.6667327,-1.061268,-.6702356,-.3582972,.0223107,-.3106101,-.3049038,-.4905111,.2101943,.2990773,.229702,.2850122,.3548,.3611211,.3426213,.1967154,.3730736,.3257291,.2797853,.1107441,.4304183,.7253265,.7523266,.7917214,1.11944,1.024017,1.022843,1.162246,.8042524,1.006388,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Dominican Republic","DOM","predicted",-.5426791,-.4941859,-.1738245,.1073235,.5420479,.7220802,.2487466,.3795727,.9362496,-.7186509,-.7197039,-.5954655,-.3403126,-.5584203,-.289664,-.5882402,-.5393499,-.9338849,-.5428527,-.2532969,.127311,-.2056098,-.1999035,-.3855108,.0441307,.1330137,.0636384,.1189486,.4999911,.5063123,.4878125,.3419065,.1564208,.1090763,.0631325,-.1059087,.2137655,.2855139,.3125139,.3519087,1.01538,.9199575,.9187829,1.058187,.7001929,.9023281,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Ecuador","ECU","survey",-.4569051,-.3782397,-.0661343,.1989278,.6353198,.7439897,.5414789,.7691153,1.053882,-.6351689,-.6362219,-.5119835,-.2568306,-.4357378,-.1669814,-.4655577,-.4166673,-.8112023,-.4201701,-.1373225,.2432854,-.0896354,-.0839291,-.2695364,.1436733,.2325563,.163181,.2184913,.608027,.6143481,.5958483,.4499424,.4796447,.4323002,.3863564,.2173152,.5369893,.6960317,.7230317,.7624266,1.143897,1.048474,1.0473,1.186704,.8287097,1.030845,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Egypt, Arab Rep.","EGY","predicted",-.3839566,-.3113199,-.0182836,.2157792,.6886887,.8002871,.6615245,.8879596,1.012523,-.5543193,-.5553724,-.4311339,-.175981,-.4023696,-.1336132,-.4321895,-.3832991,-.7778341,-.386802,-.1141263,.2664816,-.0664392,-.0607329,-.2463402,.1437729,.232656,.1632806,.2185909,.6515839,.6579049,.6394051,.4934992,.6036358,.5562913,.5103475,.3413064,.6609805,.7853266,.8123266,.8517215,1.10722,1.011797,1.010623,1.150026,.7920324,.9941676,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Spain","ESP","survey",-.768791,-.6500685,-.2804495,.1525561,.4034732,.44396,.3646072,.6861051,.8602896,-.9216464,-.9226994,-.798461,-.5433081,-.6738187,-.4050624,-.7036386,-.6547483,-1.049283,-.6582511,-.3589494,.0216586,-.3112622,-.3055559,-.4911633,.1088667,.1977497,.1283744,.1836846,.3879489,.39427,.3757702,.2298643,.3415358,.2941914,.2482476,.0792064,.3988805,.5882934,.6152934,.6546882,.9510095,.8555868,.8544123,.9938162,.6358221,.8379574,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
"Estonia","EST","survey",-.7812314,-.6165816,-.2269216,.2361719,.4310017,.3805905,.5612864,.998856,1.204917,-.9487835,-.9498366,-.8255981,-.5704452,-.5801705,-.3114141,-.6099904,-.5611,-.955635,-.5646029,-.2575147,.1230932,-.2098276,-.2041213,-.3897287,.2279656,.3168486,.2474733,.3027836,.4484594,.4547805,.4362808,.2903748,.5742295,.526885,.4809412,.3119,.6315742,.9706011,.9976011,1.036996,1.277584,1.182162,1.180987,1.320391,.962397,1.164532,-1.267832,-.9455635,-.4759149,.3019599,.159162,.3016534,.9236709,.7435676,1.59254,-1.712617,-1.100668,-1.122296,-1.383549,-.7478555,-.6287771,-1.293431,-.9039825,-.8244993,-.8900198,-.2257842,.1121093,-.6764677,-.7204058,-.4744197,.054614,.3633069,.4166918,.5235649,.1022116,.3641876,-.33235,.109267,1.264238,.9806497,.7433146,.2241542,.911518,1.715132,1.377838,.0298795,1.568943,.493478,2.063136,1.418736,-1.195165,1.228815,-1.498639,-1.301307,-.4010551,.4250427,.1580622,.4536196,.2450168,.3083102,.8921336,-1.760238,-1.606629,-1.484379,-.7093416,-1.289143,-1.10409,-1.805725,-1.19535,-.5603455,-1.101163,-.3385921,-.2181016,-.4853693,-.5069203,-.046381,.5778664,.0617054,.5825318,.7072147,.4664617,.416629,-.7426435,-.4586205,-.070155,.4266838,.5510396,-.2717009,.762822,.8250458,.5189769,-.0276913,1.798615,1.239785,.6116927,.305837,-2.631002,.9719114
