"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"BX.GSR.CCIS.ZS","ICT service exports (% of service exports, BoP)","Information and communication technology service exports include computer and communications services (telecommunications and postal and courier services) and information services (computer data and news-related service transactions).","Balance of Payments Statistics Yearbook and data files, International Monetary Fund (IMF)",
