"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28138864040375","1.28759801387787","1.27981781959534","1.24660122394562","1.27092468738556","1.49665641784668","1.24645340442657","1.23643040657043","1.24758815765381","1.22108125686646","0.887494266033173","0.847599267959595","0.852905750274658","0.875969707965851","1.01341271400452","0.987693905830383","1.07495975494385","1.08387625217438","1.10521340370178","0.795440852642059","",
"Africa Eastern and Southern","AFE","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.17516660690308","","-2.10229182243347","","-2.17394614219666","","-1.58768701553345","-1.17576801776886","-0.945146262645721","-1.2288156747818","-1.47365152835846","-1.44011056423187","-1.52779507637024","-1.50775218009949","-1.47831559181213","-1.47410047054291","-1.37553513050079","-1.40146291255951","-1.36164617538452","-1.39739489555359","-1.29146802425385","-1.38659679889679","-1.50175786018372","-1.5191125869751","-1.61153948307037","-1.67058789730072","-1.88003480434418","-1.98701369762421","",
"Africa Western and Central","AFW","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.859939992427826","","-1.05510711669922","","-1.07503414154053","","-1.13215708732605","-1.12422430515289","-1.32887244224548","-1.1102192401886","-1.38104915618896","-1.20500719547272","-1.06138837337494","-0.945070207118988","-1.13826775550842","-1.19323122501373","-0.988945424556732","-1.24288654327393","-1.05657386779785","-0.929087340831757","-0.971493542194366","-0.951988995075226","-1.00525164604187","-1.1284898519516","-1.25748455524445","-1.1263599395752","-1.02603423595428","-1.00890958309174","",
"Albania","ALB","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.68858790397644","","-0.732602536678314","","-0.917780160903931","","-0.624333381652832","-0.563986718654633","-0.408371657133102","-0.696387231349945","-0.580952644348145","-0.427722543478012","-0.367063492536545","-0.255941480398178","-0.279453217983246","-0.202177077531815","-0.26892501115799","-0.324457377195358","-0.0497708097100258","0.0275752544403076","0.0290823616087437","0.0985528454184532","0.0805245339870453","-0.0623007006943226","-0.155121222138405","-0.0359850227832794","0.0645405352115631","0.250855356454849","",
"Andorra","AND","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41403770446777","","1.40335631370544","","1.38048672676086","","1.36772322654724","1.34903717041016","1.50376403331757","1.28759801387787","1.53840279579163","1.50177264213562","1.52840650081635","1.53620111942291","1.51271617412567","1.49892425537109","1.52334606647491","1.53249549865723","1.71216595172882","1.74073541164398","1.80540561676025","1.87694644927979","1.87921941280365","1.85192060470581","1.7492413520813","1.74892807006836","1.49526071548462","1.4754387140274","",
"Arab World","ARB","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.776639640331268","","0.752557337284088","","0.747685492038727","","0.796371579170227","0.537254989147186","0.687684059143066","0.716674387454987","0.945923328399658","0.943043947219849","0.898490905761719","1.00920045375824","0.918635427951813","1.07076179981232","1.16282367706299","1.19010066986084","1.45158290863037","1.5004917383194","1.4101870059967","1.40890324115753","1.42633962631226","1.38027024269104","1.2852668762207","1.36370348930359","1.29912793636322","1.60428190231323","",
"Argentina","ARG","Government Effectiveness: Estimate","GE.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.165690049529076","","0.328712493181229","","-0.0280386935919523","","-0.228479072451591","-0.0342199839651585","0.015197392553091","-0.0979790613055229","-0.0339163094758987","-0.0125325033441186","-0.123509347438812","-0.294032037258148","-0.1117919459939","-0.0723610669374466","-0.206967011094093","-0.254236966371536","-0.111114293336868","-0.0494756102561951","0.218796372413635","0.135085612535477","0.0280606187880039","-0.120795331895351","-0.254261821508408","-0.390557259321213","-0.28348970413208","-0.377517342567444","",
