"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18692","0.22601","0.214","0.19106","0.27987","0.25255","0.32109","0.25659","0.25761","0.24057","0.21107","0.22438","0.29093","0.24139","0.27014","0.23853","0.22216","0.24151","0.25002","0.23305","0.22788","0.18876","0.17854","0.2092","0.20557","0.20955","0.18115","",
"American Samoa","ASM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18787","0.32528","0.36692","0.39552","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66218","","1.51351","","1.57198","","1.74654","","1.84802","","2.17862","","2.39898","","2.37009","2.23445","","2.17709","","1.91902","","1.87919","","1.8257","","1.85509","","","",
"Austria","AUT","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58077","1.65491","1.73155","1.84537","1.88602","1.9921","2.06598","2.17456","2.16612","2.37324","2.35923","2.41843","2.56945","2.59674","2.7261","2.66868","2.91472","2.95492","3.08429","3.04969","3.11655","3.05656","3.09182","3.13265","3.20278","3.26361","3.20048","","",
"Azerbaijan","AZE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23533","0.3695","0.42125","0.39289","0.336","0.34001","0.30155","0.32496","0.29831","0.21994","0.17165","0.17006","0.16554","0.24976","0.21848","0.21084","0.21427","0.20969","0.20978","0.22232","0.20637","0.18468","0.18416","0.20013","0.2239","0.20836","0.1513","0.18178","",
"Burundi","BDI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20068","0.15417","0.14096","0.13719","","0.10702","","","","","","0.21312","","","","","","",
"Belgium","BEL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74299","1.80971","1.83825","1.90565","1.9362","2.03279","1.90325","1.84119","1.8205","1.79061","1.82269","1.84999","1.93684","1.9986","2.06188","2.17332","2.28114","2.33073","2.37002","2.42817","2.52338","2.66666","2.86018","3.1566","3.39175","3.39239","3.40544","","",
"Benin","BEN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15834","0.18104","","","","0.16816","0.30111","0.24112","0.21514","0.15166","","0.09836","0.16568","0.17787","","","","","0.19719","","","0.61361","","0.17435","0.25116","0.25126","","","",
"Bangladesh","BGD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41826","0.46548","0.48223","0.53688","0.49517","0.44709","0.46473","0.47222","0.47086","0.44269","0.44216","0.43003","0.44731","0.49338","0.56299","0.5295","0.60039","0.63424","0.79007","0.94947","0.77009","0.74037","0.75413","0.83274","0.84967","0.77278","0.75421","","",
"Bahrain","BHR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10116","","","","","","","","","","",
"Bahamas, The","BHS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01826","0.0159","0.02697","0.01969","0.02521","0.01842","0.02106","","","0.26533","0.32132","0.25725","0.21603","0.21337","0.1978","0.19199","0.19001","0.20325","0.19035","0.18743","0.19228","",
"Belarus","BLR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99852","0.73","0.70578","0.84523","0.7221","0.70876","0.6209","0.61147","0.62759","0.67852","0.66065","0.96203","0.74147","0.62167","0.66913","0.6776","0.64603","0.65191","0.50548","0.49999","0.50063","0.58411","0.60443","0.57733","0.53901","0.45981","0.47477","0.57843","",
"Belize","BLZ","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05885","","","","","","","","","","0.16026","0.16848","0.18235","0.1805","0.26195","0.23355","0.1963","0.19083","0.19507","","","0.22851","0.26451","0.22546","","","","",
"Bolivia","BOL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32544","0.31577","0.29495","0.29836","0.28744","0.29358","0.27663","","","","","","","0.157","","","","","","","","","","","","","","","",
"Brazil","BRA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04751","1.06198","1.00968","0.99939","0.96343","1.00246","0.98807","1.08138","1.12904","1.11866","1.15992","1.13966","1.12684","1.19567","1.26971","1.37093","1.28637","1.1175","1.16769","1.21096","1.14526","","","","",
"Barbados","BRB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01592","0.01842","0.03701","","","","","","","","","","","","","","0.27764","","","","","","",
"Bhutan","BTN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53286","","","","","","","0.26759","0.561","","","","","","","","","","","",
"Central African Republic","CAF","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.60682","1.61386","1.71051","1.74985","1.85848","2.02117","1.97171","1.96781","1.99734","1.97127","1.94304","1.90358","1.85578","1.91742","1.82504","1.78714","1.77304","1.70624","1.71483","1.69359","1.72903","1.68702","1.7372","1.75578","1.93414","1.86431","1.71166","1.70133","",
"Central Europe and the Baltics","CEB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.724108106272953","0.749990682397777","0.732519976676274","0.737009736316256","0.745471517360599","0.749544672396299","0.738595467307033","0.73085129607833","0.734040263274108","0.735030027184527","0.751262532014121","0.755530282920325","0.78085252549624","0.82454266431895","0.872153089060653","0.953445785084925","1.05262755458798","1.06559388142056","1.09109465922108","1.14114617475476","1.02647663005036","1.08633927066261","1.1925926270358","1.24711734591197","1.30720451216767","1.32995311051046","1.31229303982217","","",
"Switzerland","CHE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37649","","","","2.26386","","","","2.60818","","","","2.65296","","","","2.87457","","","3.07832","","3.07698","","3.1968","","3.30645","","","",
"Channel Islands","CHI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31143","0.37492","0.35403","0.33165","0.35288","0.36213","0.3903","0.37668","0.38296","0.37103","0.35679","0.36916","0.34243","0.33525","0.36041","","","",
"China","CHN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56324","0.63873","0.64689","0.74963","0.89316","0.94033","1.05786","1.12037","1.21498","1.30792","1.36854","1.37369","1.44592","1.6648","1.71372","1.78034","1.91214","1.99786","2.02243","2.05701","2.10033","2.11603","2.14058","2.24463","2.40666","2.4326","2.55518","","",
"Cote d'Ivoire","CIV","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06975","","","","","","","","",
"Cameroon","CMR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26777","0.05799","0.06044","0.13609","0.08253","0.07822","","","","","","0.40638","","","","","","","","","",
"Congo, Rep.","COG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38339","","",
"Colombia","COL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13106","0.1329","0.15559","0.17398","0.16964","0.16557","0.16427","0.18307","0.19541","0.19351","0.19358","0.19842","0.22116","0.25761","0.30317","0.36542","0.27051","0.26109","0.31233","0.32201","0.2894","","","","",
"Comoros","COM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06622","","","","","","","","","","","","","",
"Costa Rica","CRI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30221","0.29569","0.26526","0.36759","0.41135","","","0.3619","0.37288","","0.42693","0.35655","0.38593","0.51718","0.4799","0.46235","0.54713","0.54253","0.55627","0.43665","0.44335","0.42587","0.37144","","0.33002","0.27385","0.33789","","",
"Caribbean small states","CSS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34736","0.40172","0.50124","0.45832","0.47865","0.5653","0.56445","0.58243","0.60231","0.5492","0.44139","0.43615","0.50061","0.61485","0.60767","0.27192","0.40716","0.47467","0.41596","0.42854","0.34223","0.43066","0.53691","0.55308","0.51838","0.32282","0.36012","","",
"Curacao","CUW","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20331","0.21806","0.2269","0.23694","0.27967","0.31834","0.33564","0.36727","0.38346","0.40007","0.38594","0.44437","0.44292","0.45263","0.43765","0.48485","0.51205","0.47529","0.5197","0.54259","0.61405","0.70945","0.83654","0.8003","0.74527","","",
"Czechia","CZE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88912","0.98819","1.06022","1.04957","1.10997","1.09871","1.09819","1.1421","1.13935","1.161","1.22542","1.29572","1.23358","1.28656","1.3267","1.54477","1.76967","1.87924","1.95833","1.91689","1.67003","1.76855","1.89906","1.92734","1.98599","1.99601","1.9642","","",
"Germany","DEU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14461","2.18832","2.21613","2.34779","2.40982","2.40437","2.43622","2.47461","2.43519","2.44193","2.47232","2.46048","2.61513","2.74266","2.73024","2.80555","2.88166","2.83599","2.87784","2.93379","2.94039","3.0471","3.11011","3.16701","3.13136","3.12882","3.13236","","",
"Djibouti","DJI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80667","1.88914","2.00619","2.12764","2.1862","2.32466","2.44145","2.51085","2.41916","2.39337","2.403","2.51541","2.77346","3.05514","2.91707","2.94465","2.98125","2.97048","2.91409","3.05497","3.09283","2.93124","2.96603","2.89685","2.97258","2.76142","2.89051","","",
"Dominican Republic","DOM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21219","0.33807","0.18122","0.15186","0.06367","","","","","","","","","","","","0.47865","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.462361138496235","0.56409727532075","0.626773527661505","0.693086281006946","0.729039695052388","0.798871770384659","0.910531317628993","1.00542495098984","1.1066161470508","1.17879907411353","1.24929117013326","1.24677715214486","1.34581535770732","1.40380777269711","1.68531094912292","1.61625738946346","1.88122623315018","1.71175655422743","1.94307855880858","1.90812580771348","1.90649738312386","1.90349870729953","1.91555808707171","2.02767686440071","2.20114885696425","2.35197635135588","2.50800323825892","","",
"Early-demographic dividend","EAR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.592311343662585","0.605692626572871","0.622474302427944","0.604400201767175","0.613727583382206","0.602287368456879","0.628878913112537","0.643527568291753","0.680471088348957","0.614444022365899","0.720453101754026","0.710838615515154","0.699800680500924","0.617794566887876","","0.721162996839793","0.754022628024796","0.720336868753184","0.735970249063437","0.762227766532832","0.822154331338985","","","","",
"East Asia & Pacific","EAS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18440809163117","2.25965848080463","2.22666465746263","2.29623095368492","2.2319353698734","2.2773260007122","2.24289968370413","2.32520194465476","2.3110419183734","2.39299256525489","2.39320684220401","2.3439070633506","2.34678380418861","2.24475636467283","2.39353762334511","2.3251949366499","2.47897056793683","2.27434847116729","2.47015451679744","2.31934885769226","2.3368103477241","2.31331346962391","2.3529018381716","2.39258725281007","2.57666770238771","2.62627470645598","2.81669675827571","","",
"Europe & Central Asia (excluding high income)","ECA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.610571011849112","0.463794051674334","0.525410313260157","0.497376728036778","0.537086389526835","0.537353384759693","0.502384050884409","0.512543645245219","0.561477834956418","0.541370514568277","0.616990906365222","0.603261873890443","0.669787996915298","0.650148115576255","0.623549537665733","0.642800007410264","0.62418327849702","0.632280899909311","0.694319074089047","0.801488363051788","0.811015212472522","0.830287891086393","0.828587315080344","0.850288872397689","0.858389166822941","0.811155262176292","","",
"Europe & Central Asia","ECS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6519323475472","1.63644337232914","1.60449124114037","1.69842206391355","1.68283829969387","1.71919861746732","1.69571812150727","1.721196012524","1.69636772500046","1.65147637066134","1.65966316316694","1.66067349649875","1.72279466846389","1.81443323642181","1.77695756614155","1.78342625115699","1.82783811499834","1.80923475392949","1.9295437840923","2.0000371604455","1.98471181716335","2.03749627842438","2.07557708311283","2.13331034526683","2.19950992863814","2.183417578724","1.96941643046788","","",
"Ecuador","ECU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07406","0.06263","0.06517","","","0.05448","0.0584","0.06007","","","0.13176","0.13501","0.23011","0.41055","0.41127","0.34115","0.33308","0.37423","0.43839","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2126","0.19756","0.1991","0.18651","0.19247","","","","0.26994","0.24141","0.25903","0.2551","0.27024","0.43312","0.43345","0.53154","0.50899","0.63895","0.63649","0.71858","0.70848","0.64486","0.68839","0.79617","0.91564","0.91175","1.01968","1.03356","",
"Euro area","EMU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73989539755925","1.71463864100312","1.74111061817135","1.76585759786303","1.80783827208225","1.79663514229583","1.8372660667249","1.80563268813246","1.78336954181516","1.78004147376208","1.8009627863268","1.80634904070117","1.89009891888621","1.98672803054246","1.9933153678603","2.03910113329221","2.0953541673762","2.11409601944795","2.14558451554243","2.13522110966492","2.13919841168319","2.17889431880034","2.21190957815686","2.25494481848807","2.32851478271442","2.29135938773873","2.27819337002036","","",
"Eritrea","ERI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78753","0.77781","0.84804","0.83854","0.88276","0.88833","0.95971","1.02373","1.04089","1.09956","1.17702","1.24053","1.325","1.36364","1.35996","1.33341","1.29876","1.27482","1.24159","1.22179","1.18986","1.20977","1.24151","1.25025","1.4091","1.41122","1.43532","","",
"Estonia","EST","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56501","0.67708","0.6","0.69839","0.71203","0.76465","0.84584","0.91705","1.11277","1.05874","1.25188","1.39679","1.57899","2.30522","2.12481","1.72412","1.43023","1.46777","1.24306","1.27685","1.40999","1.62058","1.75315","1.76766","1.78205","","",
"Ethiopia","ETH","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17917","","0.17089","","","0.24137","","","0.60474","","","","0.27437","","","","","","","",
"European Union","EUU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69834691817255","1.73143921721711","1.69954269279242","1.78552323813013","1.76399479226432","1.82296533998301","1.79075194837157","1.82750509806921","1.79553535210357","1.78428633542635","1.80485732007493","1.79879027681622","1.87606377037011","1.97112956309403","1.97148712907372","2.01785905324485","2.07924884174239","2.09909043242982","2.11981418665726","2.11941716314069","2.11896949176037","2.15403562609167","2.1854979220999","2.22360929425213","2.29719910041535","2.26011562990798","2.24284672220334","","",
"Fragile and conflict affected situations","FCS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27112708221973","","","","","","","","","","","","","","","","","",
"Finland","FIN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45256","2.62158","2.78443","3.05619","3.24138","3.19372","3.25308","3.29822","3.30907","3.3237","3.33216","3.33704","3.53697","3.73402","3.70532","3.61806","3.39832","3.27137","3.14751","2.87196","2.72442","2.72787","2.75749","2.79961","2.91243","2.9885","2.96469","","",
"Fiji","FJI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2228","2.14699","2.09476","2.10767","2.09346","2.13804","2.17449","2.11994","2.09461","2.05151","2.05094","2.02451","2.06117","2.21207","2.17857","2.19161","2.22707","2.23703","2.27592","2.22702","2.22238","2.19888","2.19666","2.19179","2.27464","2.21808","2.23312","","",
"Faroe Islands","FRO","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.85253","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
